"YEAR","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES","Month"
2023,"ACT","Major Cities of Australia","Unspecified","speed_fines","Camera Issued",92,0,0,"01"
2023,"ACT","Major Cities of Australia","Unspecified","speed_fines","Camera Issued",12,0,0,"01"
2023,"NSW","Inner Regional Australia","0-16","non_wearing_seatbelts","Police issued",5,0,0,"01"
2023,"NSW","Inner Regional Australia","0-16","speed_fines","Police issued",5,0,2,"01"
2023,"NSW","Inner Regional Australia","0-16","unlicensed_driving","Police issued",1,0,10,"01"
2023,"NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued",55,0,0,"01"
2023,"NSW","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",85,0,2,"01"
2023,"NSW","Inner Regional Australia","17-25","speed_fines","Police issued",1508,0,16,"01"
2023,"NSW","Inner Regional Australia","17-25","unlicensed_driving","Police issued",57,0,178,"01"
2023,"NSW","Inner Regional Australia","26-39","mobile_phone_use","Police issued",54,0,1,"01"
2023,"NSW","Inner Regional Australia","26-39","non_wearing_seatbelts","Police issued",155,0,1,"01"
2023,"NSW","Inner Regional Australia","26-39","speed_fines","Police issued",2428,0,10,"01"
2023,"NSW","Inner Regional Australia","26-39","unlicensed_driving","Police issued",106,0,337,"01"
2023,"NSW","Inner Regional Australia","40-64","mobile_phone_use","Police issued",43,0,1,"01"
2023,"NSW","Inner Regional Australia","40-64","non_wearing_seatbelts","Police issued",102,0,0,"01"
2023,"NSW","Inner Regional Australia","40-64","speed_fines","Police issued",2435,0,7,"01"
2023,"NSW","Inner Regional Australia","40-64","unlicensed_driving","Police issued",64,0,176,"01"
2023,"NSW","Inner Regional Australia","65 and over","mobile_phone_use","Police issued",6,0,0,"01"
2023,"NSW","Inner Regional Australia","65 and over","non_wearing_seatbelts","Police issued",25,0,0,"01"
2023,"NSW","Inner Regional Australia","65 and over","speed_fines","Police issued",485,0,1,"01"
2023,"NSW","Inner Regional Australia","65 and over","unlicensed_driving","Police issued",9,0,23,"01"
2023,"NSW","Major Cities of Australia","0-16","non_wearing_seatbelts","Police issued",1,0,0,"01"
2023,"NSW","Major Cities of Australia","0-16","speed_fines","Police issued",4,0,0,"01"
2023,"NSW","Major Cities of Australia","0-16","unlicensed_driving","Police issued",1,0,20,"01"
2023,"NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued",270,0,5,"01"
2023,"NSW","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",148,0,9,"01"
2023,"NSW","Major Cities of Australia","17-25","speed_fines","Police issued",1655,0,34,"01"
2023,"NSW","Major Cities of Australia","17-25","unlicensed_driving","Police issued",124,0,572,"01"
2023,"NSW","Major Cities of Australia","26-39","mobile_phone_use","Police issued",335,0,6,"01"
2023,"NSW","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",216,0,6,"01"
2023,"NSW","Major Cities of Australia","26-39","speed_fines","Police issued",1989,0,20,"01"
2023,"NSW","Major Cities of Australia","26-39","unlicensed_driving","Police issued",212,0,746,"01"
2023,"NSW","Major Cities of Australia","40-64","mobile_phone_use","Police issued",200,0,4,"01"
2023,"NSW","Major Cities of Australia","40-64","non_wearing_seatbelts","Police issued",159,0,4,"01"
2023,"NSW","Major Cities of Australia","40-64","speed_fines","Police issued",1746,0,12,"01"
2023,"NSW","Major Cities of Australia","40-64","unlicensed_driving","Police issued",132,0,508,"01"
2023,"NSW","Major Cities of Australia","65 and over","mobile_phone_use","Police issued",31,0,0,"01"
2023,"NSW","Major Cities of Australia","65 and over","non_wearing_seatbelts","Police issued",28,0,0,"01"
2023,"NSW","Major Cities of Australia","65 and over","speed_fines","Police issued",252,0,0,"01"
2023,"NSW","Major Cities of Australia","65 and over","unlicensed_driving","Police issued",10,0,28,"01"
2023,"NSW","Outer Regional Australia","0-16","non_wearing_seatbelts","Police issued",2,0,0,"01"
2023,"NSW","Outer Regional Australia","0-16","speed_fines","Police issued",1,0,0,"01"
2023,"NSW","Outer Regional Australia","0-16","unlicensed_driving","Police issued",0,0,4,"01"
2023,"NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued",6,0,0,"01"
2023,"NSW","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",24,0,1,"01"
2023,"NSW","Outer Regional Australia","17-25","speed_fines","Police issued",394,0,4,"01"
2023,"NSW","Outer Regional Australia","17-25","unlicensed_driving","Police issued",15,0,60,"01"
2023,"NSW","Outer Regional Australia","26-39","mobile_phone_use","Police issued",8,0,0,"01"
2023,"NSW","Outer Regional Australia","26-39","non_wearing_seatbelts","Police issued",48,0,0,"01"
2023,"NSW","Outer Regional Australia","26-39","speed_fines","Police issued",711,0,2,"01"
2023,"NSW","Outer Regional Australia","26-39","unlicensed_driving","Police issued",34,0,86,"01"
2023,"NSW","Outer Regional Australia","40-64","mobile_phone_use","Police issued",9,0,0,"01"
2023,"NSW","Outer Regional Australia","40-64","non_wearing_seatbelts","Police issued",56,0,0,"01"
2023,"NSW","Outer Regional Australia","40-64","speed_fines","Police issued",794,0,3,"01"
2023,"NSW","Outer Regional Australia","40-64","unlicensed_driving","Police issued",10,0,44,"01"
2023,"NSW","Outer Regional Australia","65 and over","mobile_phone_use","Police issued",1,0,0,"01"
2023,"NSW","Outer Regional Australia","65 and over","non_wearing_seatbelts","Police issued",18,0,0,"01"
2023,"NSW","Outer Regional Australia","65 and over","speed_fines","Police issued",221,0,0,"01"
2023,"NSW","Outer Regional Australia","65 and over","unlicensed_driving","Police issued",4,0,7,"01"
2023,"NSW","Remote Australia","17-25","non_wearing_seatbelts","Police issued",4,0,0,"01"
2023,"NSW","Remote Australia","17-25","speed_fines","Police issued",27,0,0,"01"
2023,"NSW","Remote Australia","17-25","unlicensed_driving","Police issued",1,0,5,"01"
2023,"NSW","Remote Australia","26-39","non_wearing_seatbelts","Police issued",2,0,0,"01"
2023,"NSW","Remote Australia","26-39","speed_fines","Police issued",61,0,1,"01"
2023,"NSW","Remote Australia","26-39","unlicensed_driving","Police issued",0,0,15,"01"
2023,"NSW","Remote Australia","40-64","mobile_phone_use","Police issued",1,0,0,"01"
2023,"NSW","Remote Australia","40-64","non_wearing_seatbelts","Police issued",7,0,0,"01"
2023,"NSW","Remote Australia","40-64","speed_fines","Police issued",70,0,0,"01"
2023,"NSW","Remote Australia","40-64","unlicensed_driving","Police issued",1,0,3,"01"
2023,"NSW","Remote Australia","65 and over","non_wearing_seatbelts","Police issued",2,0,0,"01"
2023,"NSW","Remote Australia","65 and over","speed_fines","Police issued",21,0,0,"01"
2023,"NSW","Remote Australia","65 and over","unlicensed_driving","Police issued",0,0,1,"01"
2023,"NSW","All regions","17-25","speed_fines","Police issued",2,0,0,"01"
2023,"NSW","All regions","17-25","unlicensed_driving","Police issued",0,0,1,"01"
2023,"NSW","All regions","26-39","mobile_phone_use","Police issued",1,0,0,"01"
2023,"NSW","All regions","26-39","speed_fines","Police issued",1,0,0,"01"
2023,"NSW","All regions","26-39","unlicensed_driving","Police issued",0,0,1,"01"
2023,"NSW","All regions","40-64","speed_fines","Police issued",2,0,0,"01"
2023,"NSW","All regions","65 and over","speed_fines","Police issued",1,0,0,"01"
2023,"NSW","All regions","Unspecified","mobile_phone_use","Camera Issued",17080,0,0,"01"
2023,"NSW","All regions","Unspecified","speed_fines","Camera Issued",27788,0,0,"01"
2023,"NSW","All regions","Unspecified","speed_fines","Camera Issued",1413,0,0,"01"
2023,"NSW","All regions","Unspecified","speed_fines","Camera Issued",18873,0,0,"01"
2023,"NSW","Very Remote Australia","17-25","non_wearing_seatbelts","Police issued",2,0,0,"01"
2023,"NSW","Very Remote Australia","17-25","speed_fines","Police issued",2,0,0,"01"
2023,"NSW","Very Remote Australia","17-25","unlicensed_driving","Police issued",0,0,5,"01"
2023,"NSW","Very Remote Australia","26-39","non_wearing_seatbelts","Police issued",3,0,0,"01"
2023,"NSW","Very Remote Australia","26-39","speed_fines","Police issued",10,0,0,"01"
2023,"NSW","Very Remote Australia","26-39","unlicensed_driving","Police issued",1,0,8,"01"
2023,"NSW","Very Remote Australia","40-64","speed_fines","Police issued",5,0,0,"01"
2023,"NSW","Very Remote Australia","40-64","unlicensed_driving","Police issued",1,0,1,"01"
2023,"NSW","Very Remote Australia","65 and over","speed_fines","Police issued",1,0,0,"01"
2023,"NT","All regions","0-16","non_wearing_seatbelts","Police issued",0,1,2,"01"
2023,"NT","All regions","0-16","speed_fines","Camera Issued",4,0,0,"01"
2023,"NT","All regions","0-16","speed_fines","Police issued",2,0,0,"01"
2023,"NT","All regions","0-16","unlicensed_driving","Police issued",0,7,11,"01"
2023,"NT","All regions","17-25","mobile_phone_use","Police issued",3,0,0,"01"
2023,"NT","All regions","17-25","non_wearing_seatbelts","Police issued",26,2,9,"01"
2023,"NT","All regions","17-25","speed_fines","Camera Issued",307,0,0,"01"
2023,"NT","All regions","17-25","speed_fines","Police issued",98,5,12,"01"
2023,"NT","All regions","17-25","speed_fines","Camera Issued",55,0,0,"01"
2023,"NT","All regions","17-25","unlicensed_driving","Police issued",10,16,50,"01"
2023,"NT","All regions","26-39","mobile_phone_use","Police issued",7,0,0,"01"
2023,"NT","All regions","26-39","non_wearing_seatbelts","Police issued",34,5,11,"01"
2023,"NT","All regions","26-39","speed_fines","Camera Issued",649,0,0,"01"
2023,"NT","All regions","26-39","speed_fines","Police issued",141,1,5,"01"
2023,"NT","All regions","26-39","speed_fines","Camera Issued",207,0,0,"01"
2023,"NT","All regions","26-39","unlicensed_driving","Police issued",15,21,49,"01"
2023,"NT","All regions","40-64","mobile_phone_use","Police issued",8,0,0,"01"
2023,"NT","All regions","40-64","non_wearing_seatbelts","Police issued",20,0,0,"01"
2023,"NT","All regions","40-64","speed_fines","Camera Issued",710,0,0,"01"
2023,"NT","All regions","40-64","speed_fines","Police issued",126,0,0,"01"
2023,"NT","All regions","40-64","speed_fines","Camera Issued",301,0,0,"01"
2023,"NT","All regions","40-64","unlicensed_driving","Police issued",9,0,0,"01"
2023,"NT","All regions","65 and over","mobile_phone_use","Police issued",3,0,0,"01"
2023,"NT","All regions","65 and over","non_wearing_seatbelts","Police issued",1,1,7,"01"
2023,"NT","All regions","65 and over","speed_fines","Camera Issued",159,0,0,"01"
2023,"NT","All regions","65 and over","speed_fines","Police issued",20,1,4,"01"
2023,"NT","All regions","65 and over","speed_fines","Camera Issued",70,0,0,"01"
2023,"NT","All regions","65 and over","unlicensed_driving","Police issued",1,3,25,"01"
2023,"NT","All regions","Unspecified","speed_fines","Camera Issued",56,0,0,"01"
2023,"NT","All regions","Unspecified","speed_fines","Camera Issued",20,0,0,"01"
2023,"SA","All regions","0-16","mobile_phone_use","Police issued",1,0,0,"01"
2023,"SA","All regions","0-16","non_wearing_seatbelts","Police issued",2,0,0,"01"
2023,"SA","All regions","0-16","speed_fines","Camera Issued",0,0,0,"01"
2023,"SA","All regions","0-16","speed_fines","Camera Issued",0,0,0,"01"
2023,"SA","All regions","0-16","speed_fines","Unspecified",0,0,0,"01"
2023,"SA","All regions","0-16","speed_fines","Police issued",0,2,0,"01"
2023,"SA","All regions","0-16","unlicensed_driving","Police issued",0,10,8,"01"
2023,"SA","All regions","17-25","mobile_phone_use","Police issued",106,0,0,"01"
2023,"SA","All regions","17-25","non_wearing_seatbelts","Police issued",59,0,0,"01"
2023,"SA","All regions","17-25","speed_fines","Camera Issued",483,0,0,"01"
2023,"SA","All regions","17-25","speed_fines","Camera Issued",885,0,0,"01"
2023,"SA","All regions","17-25","speed_fines","Unspecified",0,0,0,"01"
2023,"SA","All regions","17-25","speed_fines","Police issued",710,6,3,"01"
2023,"SA","All regions","17-25","unlicensed_driving","Police issued",85,30,50,"01"
2023,"SA","All regions","26-39","mobile_phone_use","Police issued",182,0,0,"01"
2023,"SA","All regions","26-39","non_wearing_seatbelts","Police issued",77,0,0,"01"
2023,"SA","All regions","26-39","speed_fines","Camera Issued",1229,0,0,"01"
2023,"SA","All regions","26-39","speed_fines","Camera Issued",2462,0,0,"01"
2023,"SA","All regions","26-39","speed_fines","Unspecified",0,0,0,"01"
2023,"SA","All regions","26-39","speed_fines","Police issued",1230,9,6,"01"
2023,"SA","All regions","26-39","unlicensed_driving","Police issued",228,76,126,"01"
2023,"SA","All regions","40-64","mobile_phone_use","Police issued",117,0,0,"01"
2023,"SA","All regions","40-64","non_wearing_seatbelts","Police issued",86,0,0,"01"
2023,"SA","All regions","40-64","speed_fines","Camera Issued",2426,0,0,"01"
2023,"SA","All regions","40-64","speed_fines","Camera Issued",4161,0,0,"01"
2023,"SA","All regions","40-64","speed_fines","Unspecified",0,0,0,"01"
2023,"SA","All regions","40-64","speed_fines","Police issued",1428,4,6,"01"
2023,"SA","All regions","40-64","unlicensed_driving","Police issued",203,34,119,"01"
2023,"SA","All regions","65 and over","mobile_phone_use","Police issued",20,0,0,"01"
2023,"SA","All regions","65 and over","non_wearing_seatbelts","Police issued",36,0,0,"01"
2023,"SA","All regions","65 and over","speed_fines","Camera Issued",996,0,0,"01"
2023,"SA","All regions","65 and over","speed_fines","Camera Issued",1310,0,0,"01"
2023,"SA","All regions","65 and over","speed_fines","Unspecified",0,0,0,"01"
2023,"SA","All regions","65 and over","speed_fines","Police issued",355,1,0,"01"
2023,"SA","All regions","65 and over","unlicensed_driving","Police issued",23,2,9,"01"
2023,"SA","All regions","Unspecified","mobile_phone_use","Police issued",0,0,0,"01"
2023,"SA","All regions","Unspecified","non_wearing_seatbelts","Police issued",0,0,0,"01"
2023,"SA","All regions","Unspecified","speed_fines","Camera Issued",184,0,0,"01"
2023,"SA","All regions","Unspecified","speed_fines","Camera Issued",204,0,0,"01"
2023,"SA","All regions","Unspecified","speed_fines","Unspecified",0,0,0,"01"
2023,"SA","All regions","Unspecified","speed_fines","Police issued",3,0,0,"01"
2023,"SA","All regions","Unspecified","unlicensed_driving","Police issued",0,0,0,"01"
2023,"TAS","All regions","0-16","non_wearing_seatbelts","Police issued",0,0,0,"01"
2023,"TAS","All regions","0-16","unlicensed_driving","Police issued",0,0,10,"01"
2023,"TAS","All regions","17-25","mobile_phone_use","Police issued",27,0,0,"01"
2023,"TAS","All regions","17-25","non_wearing_seatbelts","Police issued",15,0,2,"01"
2023,"TAS","All regions","17-25","speed_fines","Camera Issued",577,0,0,"01"
2023,"TAS","All regions","17-25","speed_fines","Police issued",447,0,6,"01"
2023,"TAS","All regions","17-25","unlicensed_driving","Police issued",6,0,30,"01"
2023,"TAS","All regions","26-39","mobile_phone_use","Police issued",63,0,4,"01"
2023,"TAS","All regions","26-39","non_wearing_seatbelts","Police issued",24,0,2,"01"
2023,"TAS","All regions","26-39","speed_fines","Camera Issued",1568,0,0,"01"
2023,"TAS","All regions","26-39","speed_fines","Police issued",736,0,21,"01"
2023,"TAS","All regions","26-39","unlicensed_driving","Police issued",12,0,79,"01"
2023,"TAS","All regions","40-64","mobile_phone_use","Police issued",28,0,1,"01"
2023,"TAS","All regions","40-64","non_wearing_seatbelts","Police issued",18,0,2,"01"
2023,"TAS","All regions","40-64","speed_fines","Camera Issued",1903,0,0,"01"
2023,"TAS","All regions","40-64","speed_fines","Police issued",834,0,7,"01"
2023,"TAS","All regions","40-64","unlicensed_driving","Police issued",5,0,46,"01"
2023,"TAS","All regions","65 and over","mobile_phone_use","Police issued",7,0,0,"01"
2023,"TAS","All regions","65 and over","non_wearing_seatbelts","Police issued",13,0,0,"01"
2023,"TAS","All regions","65 and over","speed_fines","Camera Issued",623,0,0,"01"
2023,"TAS","All regions","65 and over","speed_fines","Police issued",239,0,0,"01"
2023,"TAS","All regions","65 and over","unlicensed_driving","Police issued",0,0,2,"01"
2023,"TAS","All regions","Unspecified","speed_fines","Camera Issued",5,0,0,"01"
2023,"TAS","All regions","Unspecified","speed_fines","Police issued",1,0,0,"01"
